N,P,K,temperature,humidity,ph,rainfall,label
127,37,180,12.059881920417618,45.713244322193454,5.197295153163043,88.17791878806105,chickpea
108,55,186,40.332237812605676,51.42759712424373,5.740501809245925,199.76775531690313,mothbeans
60,52,151,28.70574613247957,80.06507902605068,3.779064139228376,296.9839521038203,muskmelon
116,10,103,34.82061333163,95.8782572899528,5.616801949891288,174.0792137736333,watermelon
115,71,132,21.769502974872914,48.025058705571766,8.902964100648393,279.03068344437344,chickpea
23,118,36,32.15579438547696,44.93602915708125,5.126647354046328,102.44984169814875,watermelon
103,141,47,33.470102692472125,61.576672021007695,5.39766491934591,137.0830342633541,orange
12,64,139,26.252767055114546,82.61389683745264,7.659769156977697,215.58718525309308,papaya
114,96,102,12.070571506462242,63.75860808337211,3.7300305522991493,149.82936864445043,apple
57,62,90,17.508747345952067,17.528136740601568,5.440899293908626,169.71633124610955,coffee
7,57,64,16.31057175689014,67.58171377768832,4.046223775960115,34.677854829106664,pigeonpeas
93,51,103,30.982560572137587,76.42602730003209,9.745453308560222,163.93475689739253,cotton
119,67,23,24.076205440556137,20.92371188103219,3.662244757858928,288.10878896339875,coconut
139,133,62,40.64943772140152,52.10958608795565,5.03463909860738,46.41554930061537,lentil
116,133,20,26.781029758444518,70.5144408524643,6.288306551538502,223.3969378674979,blackgram
75,90,189,20.697412401730773,22.067179940211968,4.102604724918785,106.93518267265804,chickpea
84,43,104,14.827425072868529,51.38108633969429,6.050430300143191,191.62949727812662,cotton
99,38,184,21.8365189890012,67.83619477671006,6.720072054912562,258.57547381859126,pigeonpeas
3,20,28,41.64742783871435,95.12236187362684,9.050073174752026,197.34748080948034,pigeonpeas
139,128,37,24.74720058910478,60.95935884437563,9.525374776169762,127.71375383617539,cotton
73,47,48,18.333847230775454,32.59028755900766,5.914458132659046,31.139543408706995,rice
34,85,94,19.900351934222893,86.60581415008227,3.6489403887092857,246.88513185624194,papaya
134,62,118,30.687211067939963,89.39935155926844,8.20445468034487,243.8283948330649,lentil
137,105,156,36.87784892650079,99.08629066945771,6.1407531322331295,123.79543146755228,kidneybeans
95,41,16,23.72899215265064,78.54965050973134,8.329074394141967,48.98906031015645,mungbean
112,66,88,37.56071982054941,41.62825080832343,9.231348662375684,128.57590702384417,orange
75,13,203,42.09667080240068,72.1991808091628,6.588134077712912,157.45973799211615,mango
116,73,103,29.764944221358938,61.652351586035124,4.861458528155065,283.53132182968625,apple
56,43,113,41.19633287791778,97.69307147139895,9.873959948994106,35.84335523123878,apple
74,80,13,35.30056998376803,67.18128802620357,4.147185127185858,43.698513461192285,chickpea
136,31,126,13.901847794882487,58.192052656938074,4.992659663516978,182.01916707249083,grapes
64,90,149,41.76425049295828,98.70029116962004,8.321620385657226,124.97541669470075,grapes
107,95,94,20.29278800986463,51.432523072644855,5.123565912788088,133.02722054259024,coconut
60,131,109,34.698565661626766,72.5650789022051,5.020041416271807,131.64200879699732,cotton
55,121,138,36.71340186613034,98.00608731224102,7.058432247312542,110.07135321882377,orange
117,24,189,27.003804977121177,68.139463288192,7.95279160950155,146.7533242183945,apple
53,122,7,40.16029876508641,18.09475479526294,5.298164413390274,284.70447487009864,jute
101,121,12,14.704860655565682,69.63490459500963,5.984917657535182,84.117618255117,blackgram
40,50,39,37.42429605372628,95.59785256911789,8.144604853685504,190.95210750933674,pigeonpeas
9,60,34,38.93902335461421,18.07524002810043,3.668748636782413,125.03210866547339,maize
10,89,30,22.05500181075955,97.3216638927115,8.889561108068536,253.52304565063855,rice
104,103,133,9.275784375979507,20.65827147220602,7.926972141881037,168.95513371319663,maize
101,7,185,29.163203724926422,76.42855633695739,8.345319693071719,125.41802280852377,pigeonpeas
77,114,5,42.00097574860354,66.14916617244042,4.963313955222161,207.16713040170936,jute
91,99,76,9.572029022654498,56.89275649555303,6.547748459449691,251.58754853538784,maize
11,58,137,11.8766061731245,82.05878884254754,7.275717741680872,153.8487880245398,papaya
84,70,79,16.211152820510094,25.88703545778617,3.5930858602744444,117.83345885999528,muskmelon
81,34,83,24.02412728642577,91.68640011811425,5.728834988949123,163.29187588425938,maize
29,110,55,33.07793712797252,82.4576311752513,6.439819570855503,254.56983165820503,muskmelon
83,73,38,30.404037817888774,43.973329084918,4.838437062902491,181.55861177003763,orange
114,115,155,13.255995195730481,27.218060834003623,4.388493904956225,198.5913540042543,banana
131,29,199,39.22625264893371,58.35572990186287,9.727906235328668,187.75842703949513,blackgram
20,9,96,20.897148663997385,16.92566120327865,7.011777978927416,168.9766187383879,coconut
89,50,38,13.280444260827608,42.48952829068032,5.558129693952186,45.975241088837166,mango
120,60,98,14.26282335852354,46.533407221245625,3.516608156055338,261.86136797730023,muskmelon
112,103,184,16.08535645211752,45.94945920922144,6.600947105222536,192.29847743972834,blackgram
129,113,158,10.076575460592807,35.83384613028258,8.065437349661135,269.3465422445788,watermelon
106,22,42,27.335080872634805,34.97972216149633,5.223156678076038,125.26045417570602,watermelon
38,21,90,20.19690785579143,24.46361469690983,9.199374596735328,185.43742057873635,pomegranate
137,71,113,25.489457141047907,64.2658958400043,8.215663842527443,175.4638983874117,kidneybeans
112,87,46,18.675401521795614,45.31615280136303,7.633870344522248,179.0905243588913,blackgram
120,37,185,12.34203004719005,27.300028228097254,5.074129461660852,65.00155804080839,grapes
61,98,99,10.736741429622743,86.38631282505416,3.830467058396882,25.375058333370042,banana
35,10,70,28.844744939636968,92.82080404143007,3.5339200409446745,291.56368473133864,pigeonpeas
61,83,140,25.386358047599135,86.06652528081494,4.812496384956538,289.59594930147796,mothbeans
18,24,117,27.23843280670286,74.80961919672889,8.41378880923417,44.58412796184771,kidneybeans
99,81,7,10.603459081420457,43.04698664121899,4.360253932409435,37.93091678552399,banana
129,17,172,36.98363071574129,36.02270411325456,7.861617422233148,231.79539062131082,mango
37,98,99,41.147614219824334,85.3840832474084,9.676172228265681,54.879487573678546,banana
136,80,39,41.04043994092194,76.04082439938445,3.807805721370161,237.71732882324363,banana
104,18,64,14.495226811726518,28.277578882686093,8.713278209480846,205.35786679768287,banana
88,46,93,32.5677758069162,52.93199513132767,8.068207711074088,270.5874832802825,kidneybeans
96,27,67,26.294669575218276,34.100627974082244,9.257277268957239,127.0985377860274,mothbeans
52,108,108,30.523482257806926,24.218162088706798,9.514925591126241,194.92838036446847,watermelon
41,19,115,30.37853190631227,59.91761558237076,9.220912531526128,239.68774416266444,blackgram
96,37,200,28.632161033521815,79.54270936797718,9.111300075275196,115.46714249276545,mothbeans
46,113,184,22.62559771150078,82.52821284730776,4.4594715350321525,84.07773815372086,mothbeans
129,99,119,32.949405867455084,60.71148479488899,5.111513977004497,116.47262539279038,mango
73,108,42,16.71181420944355,50.50225110943538,5.342749545444647,191.37916320906848,banana
103,115,108,39.14991203125647,94.08253680884559,7.116852374970938,214.10825920255144,grapes
71,131,110,35.639384064486876,46.28911118504017,3.9410978519502002,41.810720418980615,pigeonpeas
39,45,15,24.489210124863796,23.904500528552724,9.802983673358941,253.68144764925887,watermelon
56,5,67,19.63826038878831,33.68780470916855,7.390524120283256,125.82284529085968,coffee
136,61,121,29.809509304208834,23.992707614772442,6.152829338903217,260.5307467185246,jute
129,139,166,40.76222442788767,64.51174680850382,3.7102186895580056,274.22690057297365,mothbeans
24,92,165,21.411307689258834,63.95642161882833,7.546491442684995,23.94287782287442,coffee
48,85,88,24.772816782992052,61.9610701138771,9.008044914500697,169.15639580734384,jute
48,75,5,19.58580503414766,48.250162494716136,6.231448994155196,242.79935854106176,blackgram
29,23,22,19.032754836889808,75.39487342198828,6.8769454729266295,168.9856289477661,orange
113,67,136,15.131098941235436,88.05502772085843,9.555138957655249,124.15465178902726,orange
109,128,91,42.86681395943545,86.1699052554281,9.04876006407375,133.8012866104998,pomegranate
71,58,71,39.683624791469896,61.91103981593447,8.113203816387243,244.3386239189692,chickpea
31,124,50,37.691651286931304,48.23862848830157,7.775744874052136,77.32663098468139,watermelon
6,78,11,34.40948053922088,86.88457778151192,4.285772093841334,264.12674190850674,apple
1,133,51,30.541692232305138,42.98370395774087,8.780686921105023,121.30307283267418,papaya
19,9,41,23.04752549625517,61.510443399014704,6.291209786466027,102.22037430456149,mango
85,112,28,12.77547982202981,62.68705633113423,9.806350798347102,151.35040893941917,cotton
113,119,18,34.61070565915756,74.09108961588952,6.076320279020676,80.95402850485486,orange
3,33,113,32.85452064481597,72.74885649737776,8.764536805834712,167.65187900184355,coffee
99,45,170,11.137703917066712,48.929761143972925,6.6837753214713,220.66035821010468,pomegranate
105,90,31,40.12064873631405,89.09237964710756,7.323443853889973,187.3637905726424,jute
137,126,50,10.434415643771917,28.450484702396004,8.223415145128772,43.334589416770186,jute
114,30,33,22.347487368660783,38.94105324124898,5.776305385375675,220.3385708222571,kidneybeans
53,102,59,31.895756554620153,94.48630866013177,8.188461422145602,80.09641332394852,mungbean
80,113,158,25.303458342772863,43.71368583619079,5.749857031259001,135.13916577879849,kidneybeans
103,46,29,17.37479075672092,84.39706862467892,8.616261625401467,213.56455819170154,banana
97,16,23,19.7479601769675,83.39677258069644,9.657432228890354,240.08177205589436,mothbeans
46,16,66,42.14434359653677,79.19422987514491,7.589276066139276,231.46377222890803,orange
117,29,93,31.303939185277287,73.60511562185845,3.830213162615744,206.6710386378209,pigeonpeas
15,30,90,40.65899275606385,17.10917036480296,7.9634897103797755,103.02249385104362,pomegranate
71,63,86,34.72824627458367,18.9034400752029,6.4129195842314,165.6412990629992,apple
16,18,163,21.491464281114244,62.25003552610116,6.578796056602153,266.5065427847768,mungbean
107,43,19,36.77839888315124,60.34100772563349,7.734593120515465,225.57147435339525,banana
15,112,130,23.329211724170648,53.788502294327856,9.838184405387373,20.366079058811092,rice
17,100,127,43.52810704656014,44.25600258421156,8.410005049159214,132.11718016609117,grapes
15,125,14,11.99113686187777,43.02694875009577,6.844122826460948,224.01801675876828,jute
2,124,162,38.47819939487816,75.52291911557454,7.270294620613727,97.43530263284241,orange
72,53,125,32.45172543771883,32.904358190036,9.579751577281442,239.06118301040658,jute
123,43,188,39.5701244389763,65.68842686009637,9.283833389921732,295.49124191007644,banana
51,8,63,22.774992227606965,86.00166551377414,4.975642853152122,251.38474843822377,mungbean
73,111,61,16.4729200756421,30.17775906576261,8.489340630827222,117.70484710018431,watermelon
53,51,181,26.835460760338446,65.38638800728023,6.860201605505717,92.69692296411489,pigeonpeas
81,66,149,14.155577540626958,84.11689881169595,4.936419659754629,82.56606044365374,chickpea
88,77,72,28.987000032755827,22.040421964987594,9.115749520834434,94.18993184817802,muskmelon
75,13,44,41.21931419350085,77.2077244926599,5.3009021476961715,90.58697793991823,lentil
71,137,180,26.056475580741225,21.14566070328543,4.909172492478793,210.3825880500996,mothbeans
80,118,44,39.52513816598365,58.42797205201795,9.301687804445312,179.24092964202552,pigeonpeas
97,44,95,38.884352234695726,77.09608005433223,6.836065997954655,261.82233568714037,blackgram
58,63,52,33.45103158968321,85.9320422407667,7.963817354683416,209.5151627037156,rice
6,137,49,39.14015476553407,16.706492156061717,8.785227203614483,56.15159713111245,mothbeans
38,86,104,28.155124379383544,79.0436883843689,5.155605316466611,74.02956292818493,banana
45,117,21,12.831366215952967,46.48279252226865,3.55806338977744,248.05661478305598,grapes
69,78,67,22.44686215829284,29.582920617422523,8.323672537923322,239.74610235644107,apple
95,72,196,33.444388684855795,19.971946545873735,7.22589094512815,116.52466644431256,cotton
49,18,196,32.326618550099056,52.41862691078455,7.644471317772209,185.66092803738132,papaya
6,33,143,37.388650569778946,46.0661334557587,8.740228117485401,90.54793416330793,mango
28,8,103,24.50826844667271,28.22256147612605,8.58678111199955,213.28239521241014,maize
31,134,179,32.48137571220002,70.29161106389328,5.24886097278854,284.83024301806415,cotton
91,25,51,23.406510629029057,68.92167371481213,6.044604146961884,96.58666929339999,mango
0,62,128,34.00990900697127,78.11823193105364,4.782298518711761,261.8117667130657,chickpea
17,19,31,42.49313129143232,30.099536695757482,9.05918827491591,236.34924444666254,mango
26,54,203,30.592467192773256,25.447686017380615,3.7081675487440124,276.4798712623241,muskmelon
45,19,157,8.842867863791621,65.47664662099199,7.386761268881096,89.16561564885896,chickpea
62,121,134,36.55505670217414,40.79801987975027,6.413408954123527,23.532834202433598,lentil
63,86,114,42.719554845100006,76.06576971333834,7.7046966884127555,230.91388824944232,papaya
135,15,183,12.451570208952486,34.94325785941861,9.814640596909737,59.942260035200974,mothbeans
53,90,96,33.24578097493482,62.16189217482854,3.5625334234827752,111.12153595347854,apple
32,81,120,21.25148701230384,41.803515980197034,9.75578487241463,76.17899879969023,maize
105,123,176,12.43896084363713,68.74207238588967,8.021444649516168,29.087265490493614,papaya
72,107,164,19.19948884453852,94.3467955711637,9.563042960838647,194.2597564715203,mothbeans
61,115,131,11.587996654186696,90.88578742438722,7.004591207383912,247.67223960356574,cotton
126,45,192,34.25931535708555,21.195689460021526,3.886253337539608,89.04411970162273,chickpea
24,49,126,20.249806835950245,54.4946481941042,8.263386019807715,262.8438791103223,grapes
31,55,48,28.126651572629566,75.83559239793301,4.962110344520312,297.4800954469856,jute
58,135,160,15.74407729233425,72.49556037636167,3.9620698174667255,28.827526113655246,lentil
134,80,53,39.01588318821164,76.51838927897259,8.25332173567988,138.67224564345457,rice
107,130,24,26.36860188987702,60.76085485223382,6.78957355397584,183.89784078466005,kidneybeans
97,70,83,40.144424867591795,50.34148343305513,5.27169790230433,185.0918614146734,jute
124,16,135,30.4792371080092,68.324710861929,8.191923343457798,56.90213000240368,coffee
99,91,46,17.066507707350944,97.44855955936852,4.658252497340735,257.9899329754169,blackgram
40,66,64,22.894723807995188,65.01310686558371,7.208255355798405,204.64123982011472,grapes
69,127,93,42.53554881726801,36.32203518248663,7.7031146530642705,110.76787586731011,mungbean
44,51,35,17.014556124456945,20.498671246182084,4.5864505925602606,164.90111248828413,blackgram
75,98,109,23.794885823430846,35.514813160759886,7.449727914265793,216.92542173753102,pomegranate
27,125,111,34.42679012428429,71.0880480171887,6.5376376047988085,255.14821890323066,coffee
55,115,138,15.963274109279535,23.79151138238528,5.226397513708734,36.18156336404739,mango
19,30,33,31.072103245924595,33.45689086655868,4.65206679982543,44.93616353090576,pigeonpeas
11,24,185,25.500418439404147,72.98743497374174,3.6112306571870696,110.19494879695148,rice
37,88,155,9.843080927569194,40.58959599436506,8.00995688151454,76.45563038060423,mungbean
84,133,12,14.234501798767653,34.30190283879482,9.665419730050555,91.32627517944974,blackgram
54,123,175,32.577031384479675,56.807877275522216,7.454222337287769,262.0293666819794,rice
112,80,76,36.48376093503482,92.93068720234332,7.343901072295911,282.05152413324964,blackgram
52,52,73,28.886046237568834,44.07276328263687,4.519439649553953,188.59818129250846,watermelon
88,17,77,11.948762995989366,38.94035553697569,4.198301643300798,201.27234041565532,lentil
131,106,23,36.9130387795558,79.52783605035597,8.606007352695261,141.47927818095795,mothbeans
128,92,58,31.387798126044878,42.34227122975145,7.533335989306523,189.95520828973682,banana
59,97,165,17.066535754426596,46.187678542634444,4.95452561448417,40.66310599238102,muskmelon
109,78,198,24.929592724259916,46.747641361359996,9.025335357259682,164.70855262489587,chickpea
116,16,137,22.679032775212136,63.920772042782374,6.915056299052022,189.4191968151363,mothbeans
86,74,50,33.790683052682,96.08838074333791,3.6166885291287145,74.76543561716252,apple
46,121,128,42.0221690451591,70.30719707866655,5.932476857198115,75.14827801257448,apple
18,38,82,25.708337219684132,36.20575185364753,5.323186572556306,105.78806824249291,grapes
34,140,148,11.918996602591985,75.70138685236955,6.059393323546599,292.02496139592944,muskmelon
6,99,112,15.114054499807818,59.20650198026706,8.03789607502357,50.033160004957736,banana
41,40,88,25.62738850585338,83.27356151573106,7.021449869800076,32.377366640210695,pomegranate
46,127,145,29.736091341092326,84.40448525287593,9.15892136542981,83.75179255619301,pomegranate
14,14,126,21.354883665048874,91.83486768031106,8.427646081610746,175.15642951799475,lentil
67,54,156,37.426978284276004,50.51436833769897,7.772319355465411,46.87792430880469,pigeonpeas
68,53,112,38.82533829850435,32.77460086777947,4.112573155329035,26.876254638090785,kidneybeans
10,142,82,30.79413891351056,19.20956042910307,4.4073561185734516,96.67709866283488,muskmelon
84,71,46,23.701346599411394,75.69812851690571,7.931591368475966,296.0674174479488,mungbean
18,72,106,28.927864711823034,37.695569124175364,4.008283961529514,44.13012503772697,watermelon
130,77,140,21.570071556327065,43.64313268827783,7.449797013732139,143.37844432892226,rice
4,31,164,27.592414628236966,89.62277780401698,7.665615161902043,168.5688562185815,maize
85,74,134,43.39604977049663,70.91961857009174,7.06981387116816,223.56697194855826,chickpea
7,48,190,42.12535990078723,29.223462160051433,7.916031301252261,76.1997521849495,cotton
105,125,59,35.11448384555456,43.986879627280764,7.755435036718196,241.59417909170267,apple
29,27,96,42.70092907625494,15.916258702843157,8.217953440046356,234.12446569216306,apple
120,34,153,12.03393422440277,36.22895073322924,8.542572725070496,260.85569862373086,rice
15,42,146,12.89418619087984,33.684520618235666,5.686716812140293,126.26902999715664,jute
74,71,184,18.533683138807476,94.96256753706139,9.089354635032628,65.3028035981569,maize
85,64,105,22.40828815442447,57.14881202989824,6.04194417554695,170.4536145390161,coffee
34,138,71,36.29305918348574,40.31100222070209,4.017883411528014,132.40908573246793,grapes
90,134,167,20.844270483514936,97.80979421369472,7.602221295010125,249.11409280307922,maize
32,99,18,13.64409125669004,91.1810214589849,8.807727392904216,108.63724879930824,coffee
133,29,145,21.59019789574529,20.0423669143368,3.665196204476717,57.9032616428717,chickpea
11,36,132,23.850926165888595,40.92264260540675,6.739307922177563,142.5721517776756,kidneybeans
92,47,134,31.426998015455737,27.228529913125143,3.8926376135082763,237.50787324423996,mothbeans
88,134,130,43.421347837507895,19.151794077388622,7.94822546469474,293.9594770082817,pomegranate
136,103,153,13.024195891900526,40.19068014654294,4.146693190468139,212.8592852593075,coconut
3,8,107,16.765532248662154,34.13772265482176,4.9131368306280905,68.63797211325033,rice
123,67,120,22.886985332164954,70.25429566338023,5.767111938846558,166.49538583167566,kidneybeans
13,90,137,9.183888002116923,49.864397644005564,6.5806025704660716,25.63929141217437,coffee
137,62,124,27.42879257455019,32.642800431877255,3.5775729577209168,87.40224550419244,muskmelon
81,143,195,26.176817457255915,36.99785212506113,4.455121778881127,55.68697397964847,jute
51,116,86,25.365430902033076,46.413626036992426,6.024648182848226,148.1180909705455,maize
41,117,109,12.354803632082326,70.6499169299779,9.534119305044875,245.33137902722646,jute
28,101,14,41.17509719235626,35.88710769102724,8.499490712236284,249.8517769073654,apple
7,83,149,11.119491011512011,58.62756748070399,4.461081605229067,225.45407445831728,maize
86,105,12,10.250216940962973,21.466675775125335,8.084469683601167,40.35386227483093,rice
16,137,152,34.46529090917344,44.4736457086269,5.397827720240993,117.58743851529533,chickpea
134,32,55,14.859004869626135,22.63250718043815,7.725937406088565,232.94847463008693,muskmelon
37,115,116,42.48152921260706,39.519617429814915,8.423028146164055,194.08140485525618,pomegranate
48,40,130,17.872822837213096,20.135094048698196,9.642889715685946,153.350622951022,maize
9,144,95,42.90296746168801,65.78125223183281,7.227505012526377,228.41395851729584,papaya
10,14,19,12.656117083857286,65.49415603615014,4.10807487355075,124.90122198167283,maize
123,118,26,18.327937501490908,93.75681256512306,7.826286563752674,158.30050872074443,watermelon
119,126,36,19.82890221160408,89.55332416181474,5.153962369867636,171.6454123286415,orange
125,140,50,34.15147556522414,80.7415461650264,7.699435761158858,69.66068366647245,jute
88,26,96,10.302446005736007,28.32462970801276,4.343064150109196,222.2676109579092,coffee
94,92,48,34.301493757865515,60.669728510651396,7.2782252189361465,161.72590415210908,papaya
18,27,161,12.062740838465372,63.66370752774304,9.113686025672987,140.9833025092775,coffee
105,76,133,34.61157974064996,89.74033181814934,5.278573422392754,74.25796587389496,blackgram
97,14,153,34.31088110183268,66.98995308729735,4.703358301538663,119.1679870083727,pomegranate
136,90,94,38.03074651381995,85.56071622304161,3.570602331279781,228.82355377924472,grapes
120,24,79,35.11801009462255,86.35686083726794,6.5100419462514285,159.970369392486,jute
110,129,136,33.92806864945525,90.1469783858569,7.295483738795419,129.22244923307213,kidneybeans
53,107,153,9.811684035969591,28.502054600162438,4.660443391523233,128.15079405955967,jute
118,75,8,26.551817994959116,76.19578841297293,4.1664790906898395,83.01706176999963,orange
131,124,28,32.34108421547741,83.18755727264197,5.226852608820572,249.82874591209327,cotton
62,114,154,33.00046456181625,78.1257903953319,9.78460281885533,78.6780429690531,orange
18,98,187,34.395595105766304,34.412996246613986,5.877100811987493,37.6992475228479,kidneybeans
56,122,49,14.837106584455313,68.83831476509869,6.675464858324604,69.88983629287128,muskmelon
46,82,128,22.15738672726993,63.20945364416988,7.261723909518069,71.62129362177846,muskmelon
49,7,111,9.641873383419163,85.47643664301378,5.247653183825999,164.42951276763847,pomegranate
50,39,50,16.648838281415493,46.50154391790707,6.455090007119246,154.08804940950398,grapes
73,9,104,13.445103040074844,21.107549728985582,8.158811564632098,158.4154925852444,jute
23,61,104,35.43984888489062,27.818429969263597,7.405440956656904,57.955505689652114,rice
35,112,110,18.620110199323364,36.62817709616714,5.080664314060799,272.4200243009524,cotton
79,110,74,11.074742283240607,55.98485129780903,3.715127041173009,37.73012120127963,pomegranate
20,11,74,40.11420042991708,16.070265103659448,7.748253991523771,288.31633159820973,banana
119,132,146,34.2325695813294,98.29716065561405,5.141792399643186,202.29137413008752,muskmelon
48,119,93,41.75685237330755,97.1024244364552,4.671298843102254,26.430181594765664,pigeonpeas
126,75,90,28.330553032231865,59.0546011047832,4.234520779962992,259.5908626898128,jute
85,21,102,11.644042031987883,53.476364979005865,6.602056237632301,66.41847707342332,banana
21,116,61,32.08197733905297,53.81872957775204,6.135299466140855,201.40081856139545,maize
75,92,172,12.695370260349256,44.70691813421888,9.759595635030582,241.1879390935793,coffee
31,139,25,14.531781099443897,42.499431059487335,8.343209636407265,164.79314611399536,orange
78,120,96,17.691168394015044,95.32687267490634,7.085166453599436,229.15294884721837,blackgram
65,135,204,18.62859527429061,47.68542093308666,8.609402804635701,123.7716682144718,orange
50,15,16,27.011871165576995,38.807723007848125,8.574268281816572,180.98647438813802,papaya
71,59,141,22.57977244865343,92.62321886248361,6.911384750375296,64.24303171279381,jute
11,134,11,30.148865224643334,45.317733129534695,9.241992582173562,67.27524029773228,cotton
128,12,105,34.29570616758898,84.50635238837702,5.504236766830607,242.4686483768814,mothbeans
18,36,141,36.76540303336542,57.4962204955179,9.689610337658692,136.52110443433273,watermelon
20,17,166,14.575230356293318,89.781208886708,6.235934002691938,65.43333348868576,jute
24,135,101,9.821872736763254,84.72753884118136,4.842418865175561,125.74534651415289,pigeonpeas
8,120,182,12.654045897099742,79.29621254682395,9.823619626577754,271.0405501975073,chickpea
107,135,80,20.46524004850637,29.091368531733245,8.056889730116996,250.08713877538835,mango
33,45,55,24.47221406590836,78.37441707775537,7.667344543242715,193.04232747249955,rice
16,73,112,25.200793425456126,98.10929318789874,7.558509685092716,55.42685110324466,coffee
65,51,171,14.6161939991985,70.35770251057511,9.84715274987417,40.51703648190653,apple
3,51,42,21.341148133576095,20.070913347932148,8.384193864056893,133.8908245556793,chickpea
38,141,103,10.856467374723215,91.23122116704721,7.664918704375983,263.50987465528937,cotton
119,50,42,16.69021732573817,46.90414324661904,4.324631756801631,135.13014616180845,maize
83,117,29,23.46625264695781,16.528898878985345,9.683957828523509,55.75769151144215,watermelon
109,135,174,33.136175054391884,86.14179994421573,9.783511636868017,193.15803913593194,coconut
123,123,125,18.59693770483956,88.99500405081717,4.220514498636397,216.06543892959337,lentil
29,13,68,28.537543141194618,38.52409790991569,8.777022771757007,40.95381086536911,kidneybeans
77,45,200,11.04429623947103,89.37942147880058,9.11447528208755,112.21950667824028,lentil
119,131,187,27.289814915768456,86.02964213039994,5.325858165486825,139.6985974828665,coffee
63,54,153,11.014703643175153,85.44871018285534,7.333462452334148,52.27435978197149,banana
136,72,39,37.65918061622309,89.52849175419031,7.1593430531092626,164.2535750582525,lentil
75,80,178,35.73101201940944,65.78483803799678,9.212149055711016,143.64832000029003,muskmelon
20,55,42,29.391061248260126,74.41571435342875,5.01957419759876,162.83960291323896,blackgram
75,71,90,17.94111236243308,37.47344313916412,6.526541649989792,294.0043750363828,kidneybeans
86,10,157,8.901651935223398,17.60794319952041,7.366058733255803,272.733161823114,blackgram
123,110,197,24.476192497692075,54.73364436038523,7.484126052670369,150.98271486400822,coconut
83,60,181,26.776727469920072,14.671846988048063,3.549049808955042,81.24494269213683,apple
123,101,94,24.9072480345516,51.78274846765822,4.898462939866434,130.68888285941324,banana
125,13,92,11.83082828449285,67.08260043129557,4.228565718250249,116.34107832743074,coffee
40,43,145,32.3046232226387,18.043950779619834,6.383820921492058,278.8665064024203,mungbean
0,112,23,23.103533419240993,91.98226291909675,8.069808924587882,189.41923056003378,grapes
44,94,107,42.000352839959405,76.0234187598089,9.02243521863944,20.885289171530765,apple
83,86,150,12.784169804693498,47.09499227695474,6.419913657315469,122.97055065388699,grapes
83,117,80,11.590264490050242,44.603899710343846,9.52704455436112,206.2969103183147,coconut
50,79,14,26.27494562667714,26.10127267218151,4.2407206827437145,63.23225946175269,lentil
83,121,6,27.24370499783937,85.24681967914859,9.844084651095253,248.42751342100485,chickpea
